id,card_number,card_name,card_alt,カードタイプ,タグ,レアリティ,色,HP,LIFE,Bloomレベル,バトンタッチ,収録商品,能力テキスト,arts,oshi_skill,sp_oshi_skill,keyword,extra,gift,illustrator,image_url,local_images,release_date
986,hBP04-017,ラオーラ・パンテーラ,ラオーラ・パンテーラ,ホロメン,#EN #Justice #ケモミミ #絵,S,白,150,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[◇]正義のピンクパンサー　40,,,,,,chyan,/wp-content/images/cardlist/hBP04/hBP04-017_S.png,hBP04-017_C.png;hBP04-017_S.png,
987,hBP04-018,ラオーラ・パンテーラ,ラオーラ・パンテーラ,ホロメン,#EN #Justice #ケモミミ #絵,S,白,140,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[◇+◇]情報収集はお手の物　50,,,"神眼の描き手
このターンの間、自分のステージの#絵を持つホロメン1人のアーツ+20。",,,すなれ,/wp-content/images/cardlist/hBP04/hBP04-018_S.png,hBP04-018_S.png;hBP04-018_U.png,
988,hBP04-019,ラオーラ・パンテーラ,ラオーラ・パンテーラ,ホロメン,#EN #Justice #ケモミミ #絵,SR,白,190,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[◇+◇+◇+赤+50]Art Streamer　70+,,,"只今、情報収集中
自分のデッキの上から3枚を見る。その中から、#絵を持つホロメン1枚を公開し、手札に加える。そして残ったカードを好きな順でデッキの下に戻す。",,,玉子鼠,/wp-content/images/cardlist/hBP04/hBP04-019_SR.png,hBP04-019_R.png;hBP04-019_SR.png,
989,hBP04-021,儒烏風亭らでん,儒烏風亭らでん,ホロメン,#DEV_IS #ReGLOSS #お酒,S,緑,90,,Debut,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[◇]らでんスタンバイ　30,,,"あなたに学びと面白いをお届け
このターンに自分が#きのこを持つイベントを使っていた時、自分の#ReGLOSSを持つホロメン1人のHP20回復。",,,hitokoto,/wp-content/images/cardlist/hBP04/hBP04-021_S.png,hBP04-021_S.png;hBP04-021_U.png,
990,hBP04-022,儒烏風亭らでん,儒烏風亭らでん,ホロメン,#DEV_IS #ReGLOSS #お酒,S,緑,160,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[緑]博識ツッコミ　30 | [緑+◇]まぁそんなとこですな　50,,,,,,詰め木,/wp-content/images/cardlist/hBP04/hBP04-022_S.png,hBP04-022_C.png;hBP04-022_S.png,
991,hBP04-023,儒烏風亭らでん,儒烏風亭らでん,ホロメン,#DEV_IS #ReGLOSS #お酒,S,緑,130,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[◇]ネタ枠担当　40,,,"ReGLOSSの賑やかし
相手のターンで、このホロメンがダウンした時、このホロメンのエール1枚を、自分の他の#ReGLOSSを持つホロメンに付け替えられる。",,,,/wp-content/images/cardlist/hBP04/hBP04-023_S.png,hBP04-023_S.png;hBP04-023_U.png,
992,hBP04-024,儒烏風亭らでん,儒烏風亭らでん,ホロメン,#DEV_IS #ReGLOSS #お酒,SR,緑,170,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[緑]喝采反芻　30,,,"冷静沈着
[センターポジション限定]相手のメインステップの間、このホロメンのHPは相手の能力で減らず、変動しない。",,,カオミン,/wp-content/images/cardlist/hBP04/hBP04-024_SR.png,hBP04-024_R.png;hBP04-024_SR.png,
993,hBP04-025,儒烏風亭らでん,儒烏風亭らでん,ホロメン,#DEV_IS #ReGLOSS #お酒,SR,緑,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[緑+緑+◇+◇+白+50]御後がよろしいようで　140+,,,"伝統と革新
自分のデッキから、#きのこを持つイベント1枚を公開し、手札に加える。そしてデッキをシャッフルする。",,,Fajyobore,/wp-content/images/cardlist/hBP04/hBP04-025_SR.png,hBP04-025_RR.png;hBP04-025_SR.png;hBP04-025_UR.png,
994,hBP04-025,儒烏風亭らでん,儒烏風亭らでん,ホロメン,#DEV_IS #ReGLOSS #お酒,UR,緑,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[緑+緑+◇+◇+白+50]御後がよろしいようで　140+,,,"伝統と革新
自分のデッキから、#きのこを持つイベント1枚を公開し、手札に加える。そしてデッキをシャッフルする。",,,yuki,/wp-content/images/cardlist/hBP04/hBP04-025_UR.png,hBP04-025_RR.png;hBP04-025_SR.png;hBP04-025_UR.png,
995,hBP04-026,大神ミオ,大神ミオ,ホロメン,#JP #ゲーマーズ #ケモミミ #料理,SR,緑,190,,2nd,◇/◇,ブースターパック「キュリアスユニバース」,,[緑+◇+◇+白+50]うちってフブキのものだったの？　100+,,,"フブキは特別な存在
自分の推しホロメンが〈白上フブキ〉の時、自分のエールデッキから、白エール1枚を公開し、自分の〈白上フブキ〉に送る。そしてエールデッキをシャッフルする。",,,藤ちょこ,/wp-content/images/cardlist/hBP04/hBP04-026_SR.png,hBP04-026_R.png;hBP04-026_SR.png,
996,hBP04-027,パヴォリア・レイネ,パヴォリア・レイネ,ホロメン,#ID #ID2期生 #トリ #絵,SR,緑,130,,1st,◇,ブースターパック「キュリアスユニバース」,,[緑]Terima Kasih　30,,,"HOLORO
自分のエールデッキの上から1枚を、自分の〈クレイジー・オリー〉か〈アーニャ・メルフィッサ〉に送る。",,,きな,/wp-content/images/cardlist/hBP04/hBP04-027_SR.png,hBP04-027_R.png;hBP04-027_SR.png,
997,hBP04-029,セシリア・イマーグリーン,セシリア・イマーグリーン,ホロメン,#EN #Justice #語学,S,緑,160,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[◇+◇]『古代自動人形』　60,,,,,,chyan,/wp-content/images/cardlist/hBP04/hBP04-029_S.png,hBP04-029_C.png;hBP04-029_S.png,
998,hBP04-030,セシリア・イマーグリーン,セシリア・イマーグリーン,ホロメン,#EN #Justice #語学,S,緑,130,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[緑+◇]聞いてくれる？　50,,,"こんな旋律思いついたの
自分のステージのエール1～2枚を選び、自分のホロメンに割り振って付け替えられる。",,,しちがつ,/wp-content/images/cardlist/hBP04/hBP04-030_S.png,hBP04-030_S.png;hBP04-030_U.png,
999,hBP04-031,セシリア・イマーグリーン,セシリア・イマーグリーン,ホロメン,#EN #Justice #語学,SR,緑,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[緑+◇+黄+50]マルチリンガル　80,,,"海を越えたお茶会
相手のステージに[#JPか#ID]を持つホロメンがいる間、このホロメンのアーツ+30。",,,moguta,/wp-content/images/cardlist/hBP04/hBP04-031_SR.png,hBP04-031_R.png;hBP04-031_SR.png,
1000,hBP04-033,一条莉々華,一条莉々華,ホロメン,#DEV_IS #ReGLOSS #料理 #語学,S,赤,120,,Debut,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[赤]莉々華スタンバイ　20 | [赤+◇]リミットオーバー　30,,,,,,hitokoto,/wp-content/images/cardlist/hBP04/hBP04-033_S.png,hBP04-033_S.png;hBP04-033_U.png,
1001,hBP04-034,一条莉々華,一条莉々華,ホロメン,#DEV_IS #ReGLOSS #料理 #語学,S,赤,170,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[赤]Let's Dance　40 | [赤+◇]Subscribe or Die!　60,,,,,,詰め木,/wp-content/images/cardlist/hBP04/hBP04-034_S.png,hBP04-034_C.png;hBP04-034_S.png,
1002,hBP04-035,一条莉々華,一条莉々華,ホロメン,#DEV_IS #ReGLOSS #料理 #語学,S,赤,130,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[赤+赤]社長パンチ　50,,,"限界飯料理人
自分のアーカイブの〈限界飯〉1枚を手札に戻せる。",,,,/wp-content/images/cardlist/hBP04/hBP04-035_S.png,hBP04-035_S.png;hBP04-035_U.png,
1003,hBP04-036,一条莉々華,一条莉々華,ホロメン,#DEV_IS #ReGLOSS #料理 #語学,SR,赤,140,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[◇]いひひっ　30,,,"おいしいもの独り占め
相手のコラボホロメンに特殊ダメージ20を与える。",,,千種みのり,/wp-content/images/cardlist/hBP04/hBP04-036_SR.png,hBP04-036_R.png;hBP04-036_SR.png,
1004,hBP04-037,一条莉々華,一条莉々華,ホロメン,#DEV_IS #ReGLOSS #料理 #語学,SR,赤,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[赤+◇+◇+黄+50]お？　喧嘩する？　80,,,"KPG
サイコロを1回振れる：4以上の時、相手のコラボホロメンがいないなら、相手は、自身のバックホロメン1人をコラボポジションに移動させる（移動はコラボとしては扱わない）。",,,Fajyobore,/wp-content/images/cardlist/hBP04/hBP04-037_SR.png,hBP04-037_RR.png;hBP04-037_SR.png;hBP04-037_UR.png,
1005,hBP04-037,一条莉々華,一条莉々華,ホロメン,#DEV_IS #ReGLOSS #料理 #語学,UR,赤,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[赤+◇+◇+黄+50]お？　喧嘩する？　80,,,"KPG
サイコロを1回振れる：4以上の時、相手のコラボホロメンがいないなら、相手は、自身のバックホロメン1人をコラボポジションに移動させる（移動はコラボとしては扱わない）。",,,江田藤,/wp-content/images/cardlist/hBP04/hBP04-037_UR.png,hBP04-037_RR.png;hBP04-037_SR.png;hBP04-037_UR.png,
1006,hBP04-038,宝鐘マリン,宝鐘マリン,ホロメン,#JP #3期生 #絵 #海,SR,赤,200,,2nd,◇/◇,ブースターパック「キュリアスユニバース」,,[赤+◇+緑+50]えっち♥♥　50+,,,"どこ見ちゃってるのかな～！！♥♡
相手のセンターホロメンとコラボホロメンに特殊ダメージ10を与える。",,,あかさあい,/wp-content/images/cardlist/hBP04/hBP04-038_SR.png,hBP04-038_R.png;hBP04-038_SR.png,
1007,hBP04-040,カエラ・コヴァルスキア,カエラ・コヴァルスキア,ホロメン,#ID #ID3期生,S,赤,170,,1st,◇,ブースターパック「キュリアスユニバース」,,[◇]When Life is Hard　30 | [赤+◇]DAHLAH　50,,,,,,ああもんど,/wp-content/images/cardlist/hBP04/hBP04-040_S.png,hBP04-040_C.png;hBP04-040_S.png,
1008,hBP04-041,カエラ・コヴァルスキア,カエラ・コヴァルスキア,ホロメン,#ID #ID3期生,S,赤,130,,1st,◇,ブースターパック「キュリアスユニバース」,,[◇]サイレント笑い　20,,,"JDON my soul
自分のアーカイブのツール1枚を手札に戻せる。",,,,/wp-content/images/cardlist/hBP04/hBP04-041_S.png,hBP04-041_S.png;hBP04-041_U.png,
1009,hBP04-042,カエラ・コヴァルスキア,カエラ・コヴァルスキア,Buzzホロメン,#ID #ID3期生,SR,赤,240,,1st,◇/◇,ブースターパック「キュリアスユニバース」,,[赤]holoh3ro　30 | [赤+◇+◇]お墨付きの一品　90,,,,このホロメンがダウンした時、自分のライフ-2,,びび,/wp-content/images/cardlist/hBP04/hBP04-042_SR.png,hBP04-042_RR.png;hBP04-042_SR.png;hBP04-042_UR.png,
1010,hBP04-042,カエラ・コヴァルスキア,カエラ・コヴァルスキア,Buzzホロメン,#ID #ID3期生,UR,赤,240,,1st,◇/◇,ブースターパック「キュリアスユニバース」,,[赤]holoh3ro　30 | [赤+◇+◇]お墨付きの一品　90,,,,このホロメンがダウンした時、自分のライフ-2,,びび,/wp-content/images/cardlist/hBP04/hBP04-042_UR.png,hBP04-042_RR.png;hBP04-042_SR.png;hBP04-042_UR.png,
1011,hBP04-044,雪花ラミィ,雪花ラミィ,ホロメン,#JP #5期生 #ハーフエルフ #お酒,S,青,80,,Debut,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[◇]うぅ…　30,,,"Snow flower
自分の〈雪民〉が付いている〈雪花ラミィ〉がいない時、自分のデッキから、〈雪民〉1枚を公開し、自分の〈雪花ラミィ〉に付ける。そしてデッキをシャッフルする。",,,リン☆ユウ,/wp-content/images/cardlist/hBP04/hBP04-044_S.png,hBP04-044_P.png;hBP04-044_S.png;hBP04-044_U.png,
